0	-1	0	0.060005555281481944	1	0
1	0	1	0.025461230512627945	0.741208958316575	0
2	0	2	0.05581731194326996	0.25879104168342504	0
3	2	3	0.015090484433718104	0.21160033637717868	0
4	2	4	0.02424598165208525	0.04719070530624636	0
5	3	5	0.22935742364798503	0.11153661215311861	0
6	3	6	0.13815744610324543	0.10006372422406007	0
7	4	7	0.036841866004372115	0.03983167616776495	1
8	4	8	0.09590440863010702	0.00735902913848141	1
9	5	9	0.04174649727414603	0.02381319264555337	1
10	5	10	0.047079494993436874	0.08772341950756524	1
11	6	11	0.015930162268555738	0.072662047567701	1
12	6	12	0.0348498767896498	0.027401676656359064	1
13	1	13	0.1204316185859998	0.27113326870363225	1
14	1	14	0.05908064187931906	0.4700756896129427	1
