0	-1	0	0.027240949901586008	1	0
1	0	1	0.02106827127613136	0.405110620267476	0
2	0	2	0.06376695070017642	0.594889379732524	0
3	1	3	0.04730525267273749	0.09824862185906197	0
4	1	4	0.03021512402176262	0.30686199840841405	0
5	3	5	0.012720454040464705	0.06457824245857044	0
6	3	6	0.04752925755314347	0.03367037940049153	0
7	4	7	0.03899516429372403	0.16426792332397894	0
8	4	8	0.033513853088053484	0.1425940750844351	0
9	5	9	0.003258964009364414	0.036283791507433924	0
10	5	10	0.09214352887498056	0.028294450951136516	0
11	2	11	0.01978773222073113	0.19269133353923673	0
12	2	12	0.07084546295023247	0.40219804619328725	0
13	6	13	0.015224323018914243	0.03022733465746276	0
14	6	14	0.04127993599445769	0.0034430447430287697	0
15	7	15	0.002196564929717995	0.042833370101656	1
16	7	16	0.02097781012238076	0.12143455322232294	1
17	8	17	0.06695747358445082	0.08992438006228926	1
18	8	18	0.017121443974745063	0.05266969502214586	1
19	9	19	0.006952618321486547	0.013341446358059639	1
20	9	20	0.023446234488969292	0.022942345149374287	1
21	10	21	0.03452066724772127	0.018782494612569686	1
22	10	22	0.03332222224381627	0.00951195633856683	1
23	12	23	0.012024097676375205	0.04730791713926674	1
24	12	24	0.03863755410872266	0.3548901290540205	1
25	11	25	0.0730487705552154	0.1350434535246826	1
26	11	26	0.041630597821560145	0.05764788001455412	1
27	13	27	0.041510209771257585	0.006033576389488787	1
28	13	28	0.002044041299293952	0.024193758267973972	1
29	14	29	0.005208898538619784	0.002107971572513523	1
30	14	30	0.015505570699207098	0.0013350731705152469	1
