0	-1	0	0.08853259519393691	1	0
1	0	1	0.10177952985756898	0.7123290663183115	0
2	0	2	0.05213034632548085	0.2876709336816885	0
3	2	3	0.09941598647087865	0.2741808652284825	0
4	2	4	0.08252572664937557	0.013490068453205994	0
5	1	5	0.0036632724778097384	0.20820042438735017	0
6	1	6	0.10637080858936336	0.5041286419309613	1
7	3	7	0.10966084822114297	0.09987196439655088	0
8	3	8	0.1366746936998551	0.17430890083193162	1
9	4	9	0.0036331940816301347	0.0062215450809375294	1
10	4	10	0.12758034053372141	0.007268523372268465	1
11	5	11	0.009117637355374276	0.18578981758074245	1
12	5	12	0.007468725476922657	0.022410606806607725	1
13	7	13	0.04869097867193346	0.09658100182705487	1
14	7	14	0.022755316395005904	0.0032909625694960143	1
