0	-1	0	0.05689996360807655	1	0
1	0	1	0.039670549456909864	0.5758075937830579	0
2	0	2	0.09313259085100546	0.4241924062169421	0
3	2	3	0.01896253743834819	0.39067045186276084	0
4	2	4	0.12638222664524015	0.03352195435418126	0
5	3	5	0.06824731108547231	0.23337953937545453	0
6	3	6	0.03641838530298209	0.1572909124873063	1
7	1	7	0.0979856809147822	0.023892009357768456	0
8	1	8	0.011939156509398644	0.5519155844252894	1
9	4	9	0.12510602550001956	0.024205316464954496	1
10	4	10	0.10969079529179931	0.009316637889226764	1
11	5	11	0.020668774511255556	0.050398978278193285	1
12	5	12	0.14126324698802178	0.18298056109726124	1
13	7	13	0.010139533097759994	0.013219087132568284	1
14	7	14	0.04349322279892851	0.010672922225200172	1
