0	-1	0	0.03783585389079866	1	0
1	0	1	0.10961378766293152	0.23847829055501588	0
2	0	2	0.045530305819384935	0.7615217094449841	0
3	2	3	0.019645124945586914	0.6992231180965247	0
4	2	4	0.03918703921073146	0.06229859134845939	0
5	1	5	0.03224708314125294	0.1502861248790892	0
6	1	6	0.13521650758566633	0.08819216567592666	0
7	3	7	0.15636396045195108	0.6288966812327597	1
8	3	8	0.019747666258308438	0.07032643686376505	1
9	4	9	0.0273548227595632	0.054143922371659436	1
10	4	10	0.06272496199921367	0.00815466897679995	1
11	5	11	0.003173100387796208	0.02160305267904765	1
12	5	12	0.18931674273889706	0.12868307220004155	1
13	6	13	0.009273567258530178	0.04003055664181418	1
14	6	14	0.11276947588938738	0.048161609034112485	1
