0	-1	0	0.0005761512634795943	1	0
1	0	1	0.06809825358557331	0.6930509309500963	0
2	0	2	0.03976004597514999	0.3069490690499037	0
3	1	3	0.03462156634306955	0.39581026017856713	0
4	1	4	0.02030755633635693	0.29724067077152916	0
5	3	5	0.01248744976240443	0.2191847280456394	0
6	3	6	0.03042833360699428	0.17662553213292773	0
7	2	7	0.02707395006353362	0.2918736695911126	1
8	2	8	0.2627826745243034	0.015075399458791106	1
9	5	9	0.012972991398637874	0.0688977895711018	1
10	5	10	0.001594201754974903	0.1502869384745376	1
11	4	11	0.10283113389537582	0.2302404857174667	1
12	4	12	0.13316559694669516	0.06700018505406247	1
13	6	13	0.07784945561023258	0.053708506365944125	1
14	6	14	0.17545063893321863	0.1229170257669836	1
