0	-1	0	0.04680324806807526	1	0
1	0	1	0.006155198961974169	0.9046025418559362	1
2	0	2	0.06544747359043258	0.09539745814406375	0
3	2	3	0.0267027607187034	0.06679186739534182	0
4	2	4	0.0875117632599955	0.028605590748721932	0
5	3	5	0.06295208777965235	0.05883462945123541	0
6	3	6	0.17899911578393904	0.00795723794410641	0
7	4	7	0.19841812521233915	0.028063914425848213	0
8	4	8	0.017006194742010313	0.0005416763228737187	1
9	5	9	0.05908171868410838	0.05814942278961499	1
10	5	10	0.042610969834646614	0.0006852066616204189	1
11	6	11	0.0787832489857324	0.0053729560998301285	1
12	6	12	0.09610859807072508	0.0025842818442762816	1
13	7	13	0.004252354168116407	0.027646870408606472	1
14	7	14	0.029167142139549324	0.0004170440172417411	1
